st_date,blknum,accounts,storages,trienodes,codes,accountsize,storagesize,trienodesize,codesize
2017-12-05,4676806,12905605,28189314,55072809,3096619,877573942,2184671835,6622028151,2061908365
2017-12-06,4682394,13022591,28380302,55487516,3107093,883974491,2199473405,6675129695,2070035745
2017-12-07,4687867,13217962,28534052,55963426,3122057,894297766,2211389030,6739316072,2080465991
2017-12-08,4693665,13377606,28705216,56406875,3157147,905036986,2224654240,6797402453,2109655766
2017-12-09,4699468,13516590,28860868,56810826,3165712,912201741,2236717270,6850849999,2115622987
2017-12-10,4705281,13639228,29021978,57201060,3176921,918930589,2249203295,6902005122,2122748257
2017-12-11,4711062,13754591,29250958,57672496,3193348,925754251,2266949245,6961230946,2134439674
2017-12-12,4716811,13876512,29462743,58134040,3202242,932024104,2283362583,7019621778,2143486474
2017-12-13,4722526,14026193,29667313,58626402,3209961,939389720,2299216758,7082880727,2151140981
2017-12-14,4728185,14222248,29855330,59159086,3228708,949669320,2313788075,7152911653,2161661178
2017-12-15,4733879,14442544,30075889,59767375,3258239,962205037,2330881398,7232304558,2179059980
2017-12-16,4739679,14639197,30293005,60337346,3282870,973383365,2347707888,7305807072,2198008138
2017-12-17,4745454,14817109,30506475,60875513,3305339,983472194,2364251813,7374723038,2214066336
2017-12-18,4751235,15020784,30711091,61438921,3349179,995774826,2380109553,7447887868,2232382274
2017-12-19,4757016,15238960,30901494,62004898,3394866,1008802402,2394865785,7522159835,2248981002
2017-12-20,4762620,15469184,31080128,62574037,3414654,1020817085,2408709920,7597601706,2262201860
2017-12-21,4768191,15706448,31272571,63168445,3437214,1033490278,2423624253,7675558620,2282173646
2017-12-22,4773761,15966872,31482967,63825014,3456675,1046941485,2439929943,7761657159,2305594355
2017-12-23,4779413,16222821,31677394,64451910,3484869,1060680848,2454998035,7844220802,2322900926
2017-12-24,4785360,16436896,31932831,65107349,3519986,1072322405,2474794403,7927445995,2338714165
2017-12-25,4791341,16638901,32168447,65704884,3589263,1087188722,2493054643,8003037804,2371422615
2017-12-26,4797373,16818940,32374562,66236372,3650813,1099625235,2509028555,8070569276,2393615057
2017-12-27,4803365,17033257,32666195,66932838,3717543,1113338512,2531630113,8157388167,2409142230
2017-12-28,4809331,17263769,32961301,67666709,3763329,1126779531,2554500828,8249501583,2422408598
2017-12-29,4815220,17487092,33224238,68341088,3800433,1139248363,2574878445,8335167106,2433809568
2017-12-30,4821006,17759866,33423766,68999901,3836048,1153884216,2590341865,8422484775,2448561750
2017-12-31,4826779,18055386,33589555,69649121,3864558,1168887258,2603190513,8509990571,2461920762
2018-01-01,4832686,18287549,33785004,70241135,3916869,1182614322,2618337810,8587214333,2481352234
2018-01-02,4838612,18506504,33971722,70799911,3983194,1196890522,2632808455,8659956785,2503868562
2018-01-03,4844362,18777885,34139492,71413358,4013291,1210766107,2645810630,8742351838,2516033207
2018-01-04,4849902,19097654,34297895,72085405,4029537,1226495053,2658086863,8834291495,2526068746
2018-01-05,4855356,19452428,34417047,72754846,4038447,1243195843,2667321143,8928073045,2533722263
2018-01-06,4860697,19795690,34559988,73441057,4045903,1259458843,2678399070,9022892514,2541283419
2018-01-07,4866113,20106523,34710121,74090048,4054542,1274282826,2690034378,9111703569,2549687379
2018-01-08,4871641,20360515,34886065,74690295,4068182,1286949802,2703670038,9191533391,2561539957
2018-01-09,4877049,20635755,35041047,75291207,4080487,1300533973,2715681143,9272926956,2570407654
2018-01-10,4882426,20923661,35192530,75907433,4092653,1314371010,2727421075,9356428740,2580553205
2018-01-11,4887841,21232030,35353406,76559852,4116488,1330581426,2739888965,9444956148,2600809268
2018-01-12,4893271,21532992,35532914,77231377,4132569,1345573798,2753800835,9535122546,2614672634
2018-01-13,4898690,21803341,35739967,77900049,4153439,1359553160,2769847443,9622737312,2629329982
2018-01-14,4904084,22054583,35912423,78494215,4174095,1372388451,2783212783,9701394625,2641999526
2018-01-15,4909709,22283911,36126141,79113861,4206568,1384688382,2799775928,9780896396,2659962289
2018-01-16,4915133,22527144,36319012,79724490,4222884,1397025053,2814723430,9860659998,2670617494
2018-01-17,4920655,22807233,36496849,80366725,4234191,1410128979,2828505798,9946441191,2678368132
2018-01-18,4926227,23080187,36662492,80982122,4245141,1422889347,2841343130,10028617444,2689029830
2018-01-19,4931796,23333520,36823343,81561321,4253782,1434806323,2853809083,10105926278,2697731146
2018-01-20,4937481,23530443,37034434,82128721,4262717,1444423669,2870168635,10178222774,2708087277
2018-01-21,4943354,23709299,37299079,82738390,4276800,1453718259,2890678623,10253618813,2720380832
2018-01-22,4949164,23882924,37572804,83351975,4303993,1463592955,2911892310,10328884655,2735985684
2018-01-23,4955047,24100407,37888350,84090197,4352108,1476475262,2936347125,10420678678,2751171126
2018-01-24,4960945,24327493,38139895,84749999,4418039,1491217270,2955841863,10504511002,2773474175
2018-01-25,4966906,24557418,38416994,85451185,4489347,1505776394,2977317035,10592781813,2789184088
2018-01-26,4972816,24698814,38701292,86035359,4538831,1515461120,2999350130,10662899094,2804552427
2018-01-27,4978726,24876279,38994224,86684641,4554358,1524776917,3022052360,10742044064,2815236092
2018-01-28,4984730,25023526,39227082,87205014,4575673,1533357123,3040098855,10805882388,2831514386
2018-01-29,4990747,25193897,39459613,87756834,4602757,1543647997,3058120008,10874505330,2851640104
2018-01-30,4996672,25352581,39710965,88311843,4626261,1553071642,3077599788,10942712446,2872315381
2018-01-31,5002539,25529313,39933482,88855135,4657184,1563942131,3094844855,11010772504,2898481982
2018-02-01,5008422,25697357,40250247,89514699,4681274,1573851880,3119394143,11090278503,2917992354
2018-02-02,5014200,25860478,40522217,90113739,4693455,1582340837,3140471818,11163938239,2929166385
2018-02-03,5020065,26040110,40738649,90659615,4709609,1591805898,3157245298,11232855691,2943316664
2018-02-04,5026038,26192530,40984982,91196569,4749167,1602448544,3176336105,11298557518,2975215376
2018-02-05,5031998,26346158,41279628,91801516,4780669,1612209600,3199171170,11371273503,2998852243
2018-02-06,5038023,26498613,41556207,92382750,4813686,1622053699,3220606043,11441508594,3022574128
2018-02-07,5043949,26648210,41819379,92949348,4835058,1630588910,3241001873,11510092507,3040069235
2018-02-08,5049862,26781109,42078100,93483869,4857945,1638528294,3261052750,11574428119,3061236913
2018-02-09,5055864,26886595,42351209,93993541,4888396,1646181322,3282218698,11634157820,3088178701
2018-02-10,5061800,27014800,42612793,94519725,4914487,1654531379,3302491458,11697355774,3109457466
2018-02-11,5067822,27161965,42886213,95092769,4940916,1663876291,3323681508,11766579321,3130361513
2018-02-12,5073777,27289118,43153887,95626458,4967865,1672306590,3344426243,11830276741,3152378130
2018-02-13,5079722,27437604,43435610,96207708,4989234,1681220123,3366259775,11900808067,3169294488
2018-02-14,5085687,27557815,43712022,96743756,5013168,1688940382,3387681705,11964505591,3188054472
2018-02-15,5091547,27676784,43928289,97198805,5039765,1696694446,3404442398,12019797759,3209795108
2018-02-16,5097513,27806032,44155399,97682359,5067940,1705091558,3422043423,12078727322,3231852379
2018-02-17,5103471,27922031,44416734,98194806,5097362,1713040749,3442296885,12139903906,3254730591
2018-02-18,5109507,28037234,44723091,98765904,5125471,1720655995,3466039553,12207177426,3273075935
2018-02-19,5115491,28141678,45061968,99366988,5151954,1727542770,3492302520,12276556668,3288020213
2018-02-20,5121389,28265539,45371208,99955487,5184033,1735723654,3516268620,12345809837,3306226274
2018-02-21,5127203,28393568,45749277,100654302,5194952,1742642696,3545568968,12426399520,3316869473
2018-02-22,5133052,28497753,46143449,101337274,5203484,1748193880,3576117298,12503701949,3326096148
2018-02-23,5138925,28592508,46524192,101991399,5214335,1753550168,3605624880,12577857858,3336950758
2018-02-24,5144851,28685979,46901282,102640038,5225609,1758878786,3634849355,12651551754,3347253376
2018-02-25,5150701,28766977,47289577,103278100,5232777,1763233827,3664942218,12724108178,3354373698
2018-02-26,5156559,28843080,47655792,103881093,5241416,1767510355,3693323880,12792606627,3362749491
2018-02-27,5162362,28944768,47972566,104454791,5257104,1773605008,3717873865,12859048447,3376775431
2018-02-28,5168227,29052307,48281640,105026186,5275494,1780384198,3741827100,12925918331,3393662192
2018-03-01,5174125,29153024,48675610,105701024,5288023,1786115518,3772359775,13003128549,3405376133
2018-03-02,5180004,29249924,49004085,106284428,5300168,1791659181,3797816588,13070603813,3416948963
2018-03-03,5185903,29352569,49371648,106925916,5320033,1798218251,3826302720,13144256931,3429519813
2018-03-04,5191852,29438823,49772893,107589647,5334699,1803591088,3857399208,13219072881,3441630400
2018-03-05,5197733,29512854,50194322,108257716,5347051,1808116602,3890059955,13293811826,3452351152
2018-03-06,5203618,29604374,50495107,108797198,5361203,1813600216,3913370793,13356277432,3464906216
2018-03-07,5209508,29700369,50803223,109349729,5378614,1819633094,3937249783,13420177609,3479930654
2018-03-08,5215423,29801917,51114810,109911191,5396271,1825801330,3961397775,13485436239,3494390137
2018-03-09,5221279,29892884,51445893,110487054,5411556,1831271794,3987056708,13551534869,3505512651
2018-03-10,5227177,29987357,51829615,111140935,5426431,1836959090,4016795163,13625862938,3518067908
2018-03-11,5233070,30073475,52184895,111742724,5442165,1842444198,4044329363,13694740642,3532588894
2018-03-12,5239027,30145834,52495316,112263482,5456286,1847130157,4068386990,13753870547,3545782899
2018-03-13,5244850,30220562,52868035,112875431,5463601,1851302928,4097272713,13823413018,3554127384
2018-03-14,5250715,30309876,53177464,113417996,5474577,1856517533,4121253460,13886262077,3564380735
2018-03-15,5256558,30404588,53474681,113950297,5488928,1862204262,4144287778,13948147481,3576141773
2018-03-16,5262439,30497704,53773994,114480607,5505350,1868103986,4167484535,14010289765,3589134904
2018-03-17,5268357,30585243,54124947,115077052,5515696,1873168934,4194683393,14079266627,3598095679
2018-03-18,5274213,30653923,54417867,115572457,5519610,1876653278,4217384693,14135892630,3603958343
2018-03-19,5280146,30742094,54797322,116212498,5523700,1881129712,4246792455,14208220660,3609689083
2018-03-20,5286107,30823360,55135024,116783310,5529550,1885345122,4272964360,14272936269,3617136028
2018-03-21,5292066,30904162,55407281,117263039,5544601,1890347998,4294064278,14328295745,3630681605
2018-03-22,5298000,31001690,55660303,117736549,5572253,1897377528,4313673483,14384203667,3648852981
2018-03-23,5304014,31098730,55882637,118165503,5608150,1904972365,4330904368,14435255133,3669739963
2018-03-24,5309982,31211049,56094946,118604664,5643443,1912393477,4347358315,14488191329,3685998020
2018-03-25,5316040,31297885,56315664,119020021,5671853,1918130667,4364463960,14536826854,3701760558
2018-03-26,5322064,31370570,56531777,119411662,5697057,1923816138,4381212718,14582763790,3717849651
2018-03-27,5328068,31451658,56754584,119821825,5713700,1929143274,4398480260,14631000798,3730600403
2018-03-28,5333991,31523896,56984318,120232358,5726566,1933594630,4416284645,14678865361,3741900265
2018-03-29,5339940,31583163,57230856,120652523,5732140,1936767187,4435391340,14726771868,3748480511
2018-03-30,5345807,31647487,57505434,121111954,5738094,1940217598,4456671135,14779576010,3755292913
2018-03-31,5351745,31722892,57776198,121582906,5749534,1944644909,4477655345,14834084342,3764727591
2018-04-01,5357795,31783790,58105862,122114315,5761013,1948499590,4503204305,14893524517,3774149543
2018-04-02,5363811,31858538,58393878,122602660,5789622,1954573992,4525525545,14949113756,3784270984
2018-04-03,5369905,31939900,58691150,123113566,5819970,1960903168,4548564125,15007493030,3797066601
2018-04-04,5375904,32032103,59045833,123721986,5846018,1967137478,4576052058,15077172661,3807640788
2018-04-05,5381905,32148158,59401328,124360077,5894710,1976641872,4603602920,15150972685,3822714890
2018-04-06,5387961,32280221,59675720,124906043,5943537,1987064491,4624868300,15216506614,3839476176
2018-04-07,5394012,32399083,59934526,125409876,5993821,1997341651,4644925765,15276552538,3866249818
2018-04-08,5400061,32487437,60238565,125936963,6024422,2003910806,4668488788,15337774904,3880259855
2018-04-09,5406119,32584064,60522807,126455668,6049130,2010180926,4690517543,15399029881,3892437322
2018-04-10,5412114,32665705,60824925,126976749,6063388,2015012712,4713931688,15459587980,3904054522
2018-04-11,5418187,32744875,61099221,127457845,6082310,2019927638,4735189628,15515356099,3915347065
2018-04-12,5424149,32827126,61376706,127950999,6105359,2025075069,4756694715,15572686440,3922210442
2018-04-13,5430047,32916343,61678333,128484426,6119887,2030282872,4780070808,15634603259,3931716023
2018-04-14,5435970,33015058,61936613,128976410,6142042,2036751269,4800087508,15693036870,3944523630
2018-04-15,5441887,33095808,62194749,129442273,6165240,2042363811,4820093048,15747008678,3959272840
2018-04-16,5447826,33174152,62498681,129963933,6180133,2047069818,4843647778,15806492082,3967467332
2018-04-17,5453758,33260865,62852953,130556720,6206836,2053630638,4871103858,15874149697,3989016708
2018-04-18,5459593,33353187,63141319,131074404,6223552,2059630414,4893452223,15934494385,4001814269
2018-04-19,5465388,33455381,63483078,131670328,6250017,2066822058,4919938545,16003677445,4020065780
2018-04-20,5471198,33562362,63773871,132211019,6264797,2073211176,4942475003,16067697119,4031203123
2018-04-21,5476913,33667076,64072240,132762814,6276046,2079174482,4965598600,16132617061,4040558878
2018-04-22,5482796,33818392,64341540,133330169,6320770,2089712307,4986469350,16201717321,4058888266
2018-04-23,5488698,33943727,64627101,133887679,6355442,2098594462,5008600328,16268111065,4078920703
2018-04-24,5494474,34053814,64879905,134381226,6380185,2105816818,5028192638,16326588618,4095639045
2018-04-25,5500194,34166437,65104597,134840462,6396548,2112667896,5045606268,16381999928,4108563044
2018-04-26,5506012,34256812,65378224,135335423,6406638,2117835494,5066812360,16439795625,4120483052
2018-04-27,5511879,34335793,65689881,135870589,6413877,2122242704,5090965778,16501069192,4128802047
2018-04-28,5517593,34417906,65974879,136369574,6424505,2127114416,5113053123,16559002672,4138443725
2018-04-29,5523306,34485591,66235832,136816519,6427967,2130651291,5133276980,16611035868,4146765965
2018-04-30,5529139,34554824,66490951,137253635,6433332,2134375579,5153048703,16662365882,4155266752
2018-05-01,5534863,34635569,66811830,137799523,6440348,2138770218,5177916825,16724975045,4164002350
2018-05-02,5540485,34712874,67196734,138428031,6448264,2143157245,5207746885,16795278117,4172863381
2018-05-03,5546197,34795187,67577123,139059262,6454656,2147527139,5237227033,16866361780,4180330858
2018-05-04,5551878,34890393,67910062,139643389,6460710,2152521288,5263029805,16933825055,4186858932
2018-05-05,5557510,34972004,68184905,140132888,6464261,2156185024,5284330138,16990357781,4193870702
2018-05-06,5563251,35054309,68589311,140801255,6468759,2160396542,5315671603,17065699061,4199188353
2018-05-07,5569014,35160546,69036111,141565179,6484006,2166930462,5350298603,17151774189,4211218249
2018-05-08,5574849,35266065,69329255,142105115,6503111,2173702381,5373017263,17215055342,4226415500
2018-05-09,5580583,35371765,69605816,142623660,6515601,2179860947,5394450740,17276640367,4237684358
2018-05-10,5586313,35475421,69952505,143237511,6520653,2185331419,5421319138,17347886159,4243477318
2018-05-11,5591996,35567327,70297939,143832283,6524384,2190070878,5448090273,17416149865,4248576073
2018-05-12,5597747,35666764,70659376,144458373,6533844,2195635774,5476101640,17488056363,4256311992
2018-05-13,5603501,35758145,71081977,145162793,6538115,2200413875,5508853218,17567332075,4261221860
2018-05-14,5609261,35849006,71542195,145911988,6543580,2205322315,5544520113,17651102777,4266459393
2018-05-15,5614899,35935789,71932999,146565629,6549559,2209980102,5574807423,17724137374,4273634473
2018-05-16,5620631,36023976,72343164,147249163,6553334,2214498029,5606595210,17800884302,4279383648
2018-05-17,5626276,36123627,72697872,147865900,6559247,2219852685,5634085080,17871481103,4285326044
2018-05-18,5631980,36230937,73041789,148474688,6563353,2225417026,5660738648,17942144526,4291218347
2018-05-19,5637616,36342517,73383991,149087755,6570920,2231518186,5687259303,18013521833,4297895973
2018-05-20,5643219,36455610,73745227,149730543,6573364,2237236070,5715255093,18087793119,4301801656
2018-05-21,5648861,36541426,74119234,150357552,6577172,2241715059,5744240635,18158474418,4306907279
2018-05-22,5654548,36635644,74479976,150973773,6581187,2246572043,5772198140,18228881576,4312942516
2018-05-23,5660149,36717675,74848851,151586918,6584205,2250648834,5800785953,18297691214,4318508557
2018-05-24,5665804,36816258,75174029,152163742,6588746,2255739416,5825987248,18364354881,4323724553
2018-05-25,5671367,36905159,75561338,152812271,6594561,2260487013,5856003695,18437662159,4328700807
2018-05-26,5677002,36996459,75929255,153436888,6599064,2265244898,5884517263,18508743180,4334139249
2018-05-27,5682721,37068497,76376416,154140916,6601651,2268930184,5919172240,18586956663,4338315066
2018-05-28,5688355,37163404,76807804,154854910,6604090,2273720106,5952604810,18667931181,4341905605
2018-05-29,5694059,37253839,77210546,155526320,6606976,2278337862,5983817315,18744163998,4345810524
2018-05-30,5699708,37348130,77595458,156179362,6611084,2283229662,6013647995,18818767549,4351088399
2018-05-31,5705317,37451222,77955886,156808092,6614458,2288517034,6041581165,18891640703,4355681063
2018-06-01,5710964,37540211,78269299,157356873,6617368,2292967558,6065870673,18955064359,4360188042
2018-06-02,5716588,37624340,78683878,158036575,6620016,2297173022,6098000545,19031939112,4364325242
2018-06-03,5722220,37705484,79105226,158719078,6622486,2301180504,6130655015,19108561373,4368471842
2018-06-04,5727839,37800604,79513378,159397247,6625823,2306075075,6162286795,19185292500,4373195360
2018-06-05,5733511,37889748,79928463,160079735,6631116,2310802862,6194455883,19262151713,4380448322
2018-06-06,5739102,37980320,80337385,160756160,6634741,2315492059,6226147338,19338883615,4386620268
2018-06-07,5744735,38071981,80727760,161404575,6637936,2320231224,6256401400,19412830251,4391952624
2018-06-08,5750374,38167875,81153926,162113966,6641479,2325116392,6289429265,19493979888,4397975722
2018-06-09,5756053,38245061,81620681,162862530,6645677,2329132478,6325602778,19576909954,4404839532
2018-06-10,5761663,38315948,82016532,163494117,6649454,2332788594,6356281230,19647235066,4410580046
2018-06-11,5767304,38399988,82359870,164069539,6664399,2337883502,6382889925,19712682787,4421951999
2018-06-12,5772961,38482869,82710240,164652897,6680351,2343059133,6410043600,19779190910,4436560697
2018-06-13,5778675,38573408,83089221,165284702,6696731,2348795066,6439414628,19851336489,4450443823
2018-06-14,5784427,38686649,83422982,165885134,6718476,2355759472,6465281105,19921951574,4462677605
2018-06-15,5790192,38783743,83716337,166411943,6726637,2360914733,6488016118,19983890396,4470481602
2018-06-16,5795974,38861039,84061642,166985631,6730180,2364714414,6514777255,20049059889,4475981508
2018-06-17,5801845,38932464,84475332,167637235,6740057,2369009051,6546838230,20121628203,4484437528
2018-06-18,5807760,38997178,85019894,168462429,6742982,2372297002,6589041785,20211581414,4489397333
2018-06-19,5813714,39080685,85453907,169156279,6752133,2377125490,6622677793,20289786298,4500719342
2018-06-20,5819516,39152944,85816503,169738596,6761550,2381320912,6650778983,20355320023,4511132264
2018-06-21,5825339,39233580,86170352,170322797,6768645,2385664909,6678202280,20421860751,4519669774
2018-06-22,5831211,39319206,86528991,170915598,6782365,2391007229,6705996803,20489620469,4534613664
2018-06-23,5837031,39403813,86855981,171469092,6787360,2395138894,6731338528,20553347759,4542379225
2018-06-24,5842953,39488835,87202463,172051500,6794515,2399776058,6758190883,20620148220,4551099124
2018-06-25,5848834,39582209,87590592,172703607,6800885,2404557418,6788270880,20694533315,4558647452
2018-06-26,5854499,39671759,87854739,173177511,6804533,2408454080,6808742273,20750094188,4564191553
2018-06-27,5860247,39730562,88315403,173882145,6809829,2411051235,6844443733,20827346381,4571683883
2018-06-28,5866094,39824956,88675345,174497054,6813791,2415808334,6872339238,20898505845,4578343735
2018-06-29,5871856,39906172,89055185,175120124,6817666,2419908301,6901776838,20969480673,4584600479
2018-06-30,5877620,39987115,89439658,175749097,6822427,2423863045,6931573495,21040938806,4590165190
2018-07-01,5883490,40043937,90123646,176745227,6824310,2426756109,6984582565,21149155651,4592880639
2018-07-02,5889327,40074307,90905311,177851643,6825829,2428304163,7045161603,21267036082,4595179131
2018-07-03,5895256,40110850,91753432,179080227,6826880,2430100307,7110890980,21397826332,4597097920
2018-07-04,5901065,40148188,92536638,180214524,6828357,2431939112,7171589445,21518681642,4599781873
2018-07-05,5906902,40185647,93378899,181427240,6830072,2433792099,7236864673,21648315760,4602680112
2018-07-06,5912710,40227778,94128311,182497789,6832606,2435956680,7294944103,21763077787,4607153769
2018-07-07,5918554,40263105,94996765,183724112,6834168,2437785546,7362249288,21892941820,4609812294
2018-07-08,5924374,40296110,95857281,184949595,6835928,2439476088,7428939278,22022328107,4612433238
2018-07-09,5930071,40337114,96403680,185750739,6837817,2441580624,7471285200,22108668210,4616724174
2018-07-10,5935926,40385912,97027696,186662453,6840074,2444116635,7519646440,22207074049,4621179349
2018-07-11,5941709,40443658,97519200,187409103,6844349,2447127139,7557738000,22288968002,4625892074
2018-07-12,5947640,40491508,98143420,188318330,6846685,2449555318,7606115050,22386675340,4630252130
2018-07-13,5953633,40537924,98840537,189326563,6849276,2452021605,7660141618,22495283737,4634417633
2018-07-14,5959586,40582891,99541129,190352258,6852414,2454401867,7714437498,22604650892,4638637326
2018-07-15,5965592,40615164,100403177,191579418,6854502,2455806035,7781246218,22733729613,4641139471
2018-07-16,5971659,40648787,101205240,192739600,6858522,2457634376,7843406100,22856281890,4645130006
2018-07-17,5977510,40723912,101679503,193487245,6868301,2461986827,7880161483,22939552234,4654875152
2018-07-18,5983399,40815257,102104520,194186483,6885114,2467870662,7913100300,23018146487,4671536954
2018-07-19,5989156,40905998,102502569,194842408,6901763,2473676968,7943949098,23092456895,4687085643
2018-07-20,5994949,40995870,102908083,195509467,6919262,2479526797,7975376433,23167630683,4702966745
2018-07-21,6000787,41094018,103238991,196082095,6942916,2486325750,8001021803,23233961138,4723473666
2018-07-22,6006784,41177411,103622030,196710054,6959669,2491777114,8030707325,23305099702,4736909925
2018-07-23,6012759,41254779,104072473,197423338,6971950,2496667205,8065616658,23384165501,4748625202
2018-07-24,6018621,41320822,104390675,197943007,6981034,2500637090,8090277313,23442546670,4758112501
2018-07-25,6024436,41402576,104719891,198492918,6991937,2505250000,8115791553,23505022333,4770519473
2018-07-26,6030336,41495573,105011214,199003046,7009834,2511120165,8138369085,23564074458,4788196740
2018-07-27,6036188,41588957,105390119,199635754,7027263,2516962976,8167734223,23636586136,4804512548
2018-07-28,6042097,41687750,105637553,200097338,7036266,2522401571,8186910358,23691623196,4815295351
2018-07-29,6048088,41791664,105886239,200566320,7054468,2528788619,8206183523,23747650296,4827399676
2018-07-30,6054098,41898678,106183914,201111969,7060727,2534261485,8229253335,23811559377,4831935846
2018-07-31,6060061,41988852,106527562,201693888,7066021,2538851954,8255886055,23878103347,4838238254
2018-08-01,6065980,42085508,106840012,202243783,7070506,2543660792,8280100930,23941896543,4845095312
2018-08-02,6071841,42180725,107210777,202872543,7074378,2548359758,8308835218,24013526718,4851608787
2018-08-03,6077695,42251656,107601960,203501687,7078258,2551882459,8339151900,24083846293,4857131016
2018-08-04,6083611,42324808,108054413,204212300,7082655,2555529805,8374217008,24162463545,4863012159
2018-08-05,6089614,42397440,108541018,204964356,7085482,2559233762,8411928895,24245591822,4867315932
2018-08-06,6095546,42478099,109021387,205719728,7088200,2563242746,8449157493,24329868821,4871129726
2018-08-07,6101469,42553421,109464937,206433823,7091579,2567137229,8483532618,24410374145,4876099468
2018-08-08,6107344,42621489,109840025,207025868,7096654,2570829248,8512601938,24476607723,4881854655
2018-08-09,6113301,42684637,110169728,207539879,7104419,2574319326,8538153920,24535522442,4886033920
2018-08-10,6119231,42740437,110527118,208085276,7110138,2577378712,8565851645,24597335998,4890773647
2018-08-11,6125157,42811004,110842399,208603810,7118435,2581207728,8590285923,24656924037,4898629279
2018-08-12,6131102,42880412,111193465,209174938,7121296,2584730029,8617493538,24720856726,4902711607
2018-08-13,6136937,42944057,111610086,209829422,7124669,2588002502,8649781665,24793235317,4907020219
2018-08-14,6142809,43009150,111916953,210332174,7130268,2591473526,8673563858,24850120195,4914177225
2018-08-15,6148761,43077265,112213558,210824283,7135788,2595041155,8696550745,24906095838,4920326073
2018-08-16,6154726,43135940,112499229,211294654,7140514,2598127496,8718690248,24959046770,4926224958
2018-08-17,6160666,43196682,112862467,211870985,7145576,2601236642,8746841193,25023235388,4932844904
2018-08-18,6166506,43241981,113208271,212403143,7149003,2603363504,8773641003,25082339607,4937449736
2018-08-19,6172389,43287929,113622627,213025379,7154268,2605882659,8805753593,25150050703,4943491287
2018-08-20,6178319,43338796,113963696,213553366,7164505,2609050766,8832186440,25208306507,4954862693
2018-08-21,6184251,43401597,114296398,214083322,7171807,2612268128,8857970845,25268061525,4961306443
2018-08-22,6190212,43460279,114714319,214721353,7178089,2615604142,8890359723,25338854806,4968292275
2018-08-23,6196134,43513449,115076227,215274140,7182873,2618502499,8918407593,25400135658,4973826690
2018-08-24,6201987,43563431,115473123,215872916,7187225,2621100179,8949167033,25466005526,4979158444
2018-08-25,6207933,43613897,115901070,216522118,7191303,2623513202,8982332925,25537315383,4984292962
2018-08-26,6213859,43663742,116307691,217136373,7200552,2626230715,9013846053,25604361242,4992648073
2018-08-27,6219806,43725718,116651341,217678653,7208876,2629503837,9040478928,25664885445,4999405130
2018-08-28,6225748,43771918,117040491,218263758,7212371,2631712237,9070638053,25729256077,5004876084
2018-08-29,6231646,43826619,117430849,218866028,7217406,2634613866,9100890798,25795946245,5011924853
2018-08-30,6237536,43879668,117788784,219421017,7223709,2637516728,9128630760,25857524675,5021144940
2018-08-31,6243446,43931688,118176546,220019396,7227617,2640227451,9158682315,25923897259,5026696214
2018-09-01,6249399,43984788,118661108,220741416,7234395,2643069077,9196235870,26002818591,5033882390
2018-09-02,6255279,44050805,118988101,221267131,7245059,2647062054,9221577828,26062288976,5044453513
2018-09-03,6261306,44125978,119338743,221840347,7254513,2651475763,9248752583,26127068904,5054327838
2018-09-04,6267193,44187193,119653613,222344457,7262544,2654883931,9273155008,26184011319,5064269333
2018-09-05,6273161,44245091,120010114,222906230,7272399,2658276099,9300783835,26246359049,5076657068
2018-09-06,6279117,44305580,120298137,223376266,7283802,2661819542,9323105618,26299162184,5091759580
2018-09-07,6285165,44358843,120542434,223777458,7289298,2664489427,9342038635,26344914589,5100782583
2018-09-08,6291078,44407235,120867648,224285982,7292354,2666903875,9367242720,26401489377,5106365467
2018-09-09,6297014,44446642,121280154,224907146,7294580,2668901427,9399211935,26468778975,5109689536
2018-09-10,6302913,44486316,121638993,225447333,7297119,2670854666,9427021958,26528315799,5113133148
2018-09-11,6308920,44533413,122002914,226002129,7302824,2673442722,9455225835,26589674967,5121248834
2018-09-12,6314922,44583061,122335778,226519193,7310659,2676473731,9481022795,26647488869,5130454735
2018-09-13,6320965,44636807,122703559,227091831,7316896,2679502178,9509525823,26711105041,5139490778
2018-09-14,6326969,44686291,123000162,227563684,7321637,2682132611,9532512555,26763691278,5149050539
2018-09-15,6333035,44729752,123358487,228114793,7324846,2684410608,9560282743,26823898769,5157231369
2018-09-16,6339086,44764340,123782468,228746105,7327161,2686188430,9593141270,26891593780,5160334940
2018-09-17,6345199,44803124,124241563,229430451,7331496,2688370986,9628721133,26965044099,5169206850
2018-09-18,6351279,44846288,124626634,230012249,7335265,2690695328,9658564135,27028508580,5175603352
2018-09-19,6357246,44886027,124998791,230575452,7339006,2692889619,9687406303,27089758237,5182126825
2018-09-20,6363369,44935968,125643410,231504538,7352770,2696523861,9737364275,27189792120,5192811706
2018-09-21,6369383,44980242,126072879,232147558,7356731,2698906459,9770648123,27259731478,5199451368
2018-09-22,6375467,45029187,126429345,232703114,7360302,2701432093,9798274238,27321011375,5204431394
2018-09-23,6381505,45070986,126851129,233335171,7365704,2703888739,9830962498,27389672106,5215191814
2018-09-24,6387585,45108245,127278233,233969174,7370508,2705988923,9864063058,27458485974,5219946500
2018-09-25,6393660,45144091,127634528,234506889,7373989,2707925518,9891675920,27517201481,5224994067
2018-09-26,6399773,45185699,128052122,235134382,7376662,2710025870,9924039455,27585425613,5229141637
2018-09-27,6405885,45226134,128474802,235764536,7379435,2712181475,9956797155,27654307079,5233973763
